,cluster,title
32337,4,Computational descriptions of higher categories. (Descriptions calculatoires de cat&eacute;gories sup&eacute;rieures).
32338,4,"Iterated morphisms, combinatorics on words and symbolic dynamical systems. (Morphismes it&eacute;r&eacute;s, combinatoire des mots et syst&egrave;mes dynamiques symboliques)."
32339,4,"Combining union, intersection and dependent types in an explicitly typed lambda-calculus. (Types union, intersection, et d&eacute;pendants dans le lambda-calcul explicitement typ&eacute;)."
32341,4,&#8235;Reconnaissance Biom&eacute;trique par Fusion Multimodale du Visage 2D et 3D. (Biometric Recognition by Multimodal Fusion of the 2D and 3D Face).
32342,4,"Contributions en classification automatique : agregation bayesienne de melanges de lois et visualisation interactive. (Contributions to categorization learning, mixture models aggregation and interactive visualization)."
32343,4,Interpretable machine learning for CLAS12 data analysis. (Machine learning interpr&eacute;table pour l'analyse de donn&eacute;es &agrave; CLAS12).
32344,4,Machine learning techniques for content-based information retrieval. (M&eacute;thodes d'apprentissage automatique pour la recherche par le contenu de l'information).
32346,4,Activity monitoring through home automation devices. (Monitoring de l'activit&eacute; via l'utilisation de capteurs domotiques).
32350,4,Analyse des performances d'un r&eacute;seau de capteurs exploitant le standard IEEE 802.15.4. (Performance Analysis of Wirless Sensor Networks Exploiting the Standard IEEE 802.15.4).
32351,4,Approche s&eacute;miopragmatique de pratiques n&eacute;es de la r&eacute;ception m&eacute;diatique. (Semiopragmatic approach to media reception practices).
32352,4,M&eacute;thodes optimistes d'apprentissage actif pour la classification. (Optimistic Methods in Active Learning for Classification).
32353,4,Mod&eacute;lisation et simulations num&eacute;riques de l'&eacute;pid&eacute;mie du VIH-SIDA au Mali. (Modeling and numerical simulations of the HIV-AIDS epidemic in Mali).
32354,4,Contribution &agrave; la mod&eacute;lisation des applications temps r&eacute;el d'aide &agrave; la conduite. (Contribution to the modelling of real time advanced assistance systems).
32355,4,Novel multiscale methods for nonlinear speech analysis. (Nouvelles m&eacute;thodes multi-&eacute;chelles pour l'analyse non-lin&eacute;aire de la parole).
32357,4,Collecticiel et multimodalit&eacute; : sp&eacute;cification de l'interaction la notation COMM et l'&eacute;diteur e-COMM. (Groupware and Multimodality : interaction specification the COMM notation and the e-COMM editor).
32358,4,Data Structures for Current Multi-core and Future Many-core Architectures. (Structures de donn&eacute;es pour des architectures multi-c&#339;ur actuelles et de futures architectures many-c&#339;ur).
32360,4,Reactive navigation of a fleet of drones in interaction. (Navigation r&eacute;active de drones en interaction dans une flottille).
32361,4,Outils de r&eacute;alit&eacute; virtuelle pour la conception universelle. (Virtual reality tools for universal design).
32362,4,VoIP Networks Monitoring and Intrusion Detection. (Monitorage et D&eacute;tection d'Intrusion dans les R&eacute;seaux Voix sur IP).
32363,4,Optimisation d'&eacute;changeurs &agrave; films ruisselants. (Optimization of falling film exchangers).
32364,4,Optimisation de code Galerkin Discontinu sur ordinateur hybride. Application &agrave; la simulation num&eacute;rique en &eacute;lectromagn&eacute;tisme. (Discontinuous Galerkin code optimization on hybrid computer. Application to the numerical simulation in electromagnetism).
32365,4,Fiabilisation de la technologie courant porteur en ligne en vue de piloter des actionneurs d'a&eacute;ronefs. (Reliability of the power line technology in order to drive aircraft actuators).
32366,4,Neural Learning Methods for Human-Computer Interaction. (M&eacute;thodes d'apprentissage pour l'interaction homme-machine).
32367,4,Contribution &agrave; la compilation de silicium et au compilateur SYCO. (Silicon compilation and the syco silicon compiler).
32368,4,Intelligent supervision of flexible optical networks. (Supervision intelligente des r&eacute;seaux optiques flexibles).
32369,4,Automatic detection of visual cues associated to depression. (D&eacute;tection automatique des rep&egrave;res visuels associ&eacute;s &agrave; la d&eacute;pression).
32370,4,Evaluation des requ&ecirc;tes hybrides bas&eacute;es sur la coordination des services. (Evaluation of hybrid queries based on service coordination).
32371,4,Performance Evaluation and Prediction of Parallel Applications. (&Eacute;valuation et pr&eacute;diction de performance d'applications parall&egrave;les).
32372,4,Robust image description with laplacian profile and radial Fourier transform. (Description robuste d'image par profil laplacien et transform&eacute;e de Fourier radiale).
32374,4,Neural Methods for Event Extraction. (M&eacute;thodes neuronales pour l'extraction d'&eacute;v&eacute;nements).
32375,4,"The 'gas of circles' model and its application to tree crown extraction. (Le mod&egrave;le ""gaz de cercles"" et son application &agrave; l'extraction de houppiers)."
32376,4,Towards Large-Scale Urban Environments Modeling from Images. (Vers la mod&eacute;lisation grand &eacute;chelle d'environnements urbains &agrave; partir d'images).
32377,4,"V&eacute;rification automatique de protocoles d'examen, de monnaie, de r&eacute;putation, et de routage. (Automated Verification of Exam, Cash, aa Reputation, and Routing Protocols)."
32378,4,Automated analysis of equivalence properties for cryptographic protocols. (Analyse automatique de propri&eacute;t&eacute;s d'&eacute;quivalence pour les protocoles cryptographiques).
32379,4,CONKER : un mod&egrave;le de r&eacute;partition pour processus communicants. Application &agrave; OCCAM. (CONKER : a model for distributed communicating processes. Application to OCCAM).
32381,4,Authenticated Encryption on FPGAs from the Reconfigurable Part to the Static Part. (Chiffrement authentifi&eacute; sur FPGAs de la partie reconfigurable &agrave; la partie static).
32382,4,Un noyau pour la communication et la synchronisation de processus r&eacute;partis. (A Kernel for the communication and synchronization of distributed processes).
32383,4,M&eacute;thodes d'acquisition terminologique en arabe : Application au domaine m&eacute;dical. (Terminology acquisition methods in Arabic : Application in the medical domain).
32386,4,On-line decomposition of iEMG signals using GPU-implemented Bayesian filtering. (D&eacute;composition en temps r&eacute;el de signaux iEMG : filtrage bay&eacute;sien impl&eacute;ment&eacute; sur GPU).
32387,4,Performance and coordination in multi-antenna cognitive radio networks. (Performance et coordination dans les r&eacute;seaux radios cognitifs multi-antennes).
32388,4,Pragmatic model verification. (V&eacute;rification pragmatique de mod&egrave;les).
32389,4,Approches g&eacute;om&eacute;triques par mod&egrave;les de Voronoi&#847;&#776; en segmentation d'images. (Geometrical approaches by voronoi models for image segmentation).
32391,4,Genetic diversity of domestic sheep examples from Swedish and French populations. (Diversit&eacute; g&eacute;n&eacute;tique du mouton domestique : exemple de populations su&eacute;doises et fran&ccedil;aises).
32392,4,Test int&eacute;gr&eacute; de processeur facilement testable. (Integrated test an easily testable processor).
32393,4,Vers des protocoles de tol&eacute;rance aux fautes byzantines efficaces et robustes. (Towards efficient and robust byzantine fault tolerance protocols).
32394,4,La structuration s&eacute;mantique des contenus des documents audiovisuels selon les points de vue de la production.
32395,4,Mise en correspondance st&eacute;r&eacute;oscopique par approches variationnelles convexes ; application &agrave; la d&eacute;tection d'obstacles routiers.
32396,4,Monitoring business process compliance : a view based approach. (Monitoring de la conformit&eacute; des processus m&eacute;tiers : approche &agrave; base de vues).
32398,4,"Analyse, repr&eacute;sentation et traitement du geste instrumental : application aux instruments &agrave; clavier. (Analysis, representation and processing of the instrumental gesture: application to keyboard instruments)."
32400,4,Une approche paradigmatique de la conception architecturale des syst&egrave;mes artificiels complexes. (A paradigmatic approach of the architectural design of artificial complex systems).
32402,4,Langages pour l'&eacute;criture de compilateurs. (Languages for Compiler Writing).
32403,4,Contributions en compression d'images m&eacute;dicales 3D et d'images naturelles 2D. (Contributions in 3D medical imaging and 2D image compression).
32404,4,Optimisation de probl&egrave;me de tourn&eacute;es de v&eacute;hicules de service &agrave; domicile. (Optimization of vehicle routing problem for field service).
32405,4,Variational Methods for Multimodal Image Matching. (M&eacute;thodes Variationnelles pour le Recalage Multimodal).
32406,4,Compression for interactive communications of visual contents. (Compression pour la communication interactive de contenus visuels).
32407,4,Low b-values diffusion weighted imaging of the in vivo human heart. (Imagerie pond&eacute;r&eacute;e en diffusion par faibles valeurs de b du coeur humain in vivo).
32409,4,"Analyse de signaux ultrasonores, Formation d'Images de Coh&eacute;rence - Application &agrave; la Microscopie Acoustique de circuits &eacute;lectroniques. (Ultrasonic Signals Processing, Coherent Imaging - Application to the Scanning Acoustic Microscopy of Microelectronic packages)."
32411,4,Device-to-Device Communications in LTE-Advanced Network. (La communication D2D dans le r&eacute;seau LTE-Advanced).
32412,4,IRM du cerveau n&eacute;onatal: segmentation et analyse du signal. (Neonatal brain IRM: segmentation and signal analysis).
32413,4,Filtrage s&eacute;mantique et gestion distribu&eacute;e de flux de donn&eacute;es massives. (Semantic filtering and distributed processing of massive data streams).
32414,4,Structuration automatique de flux t&eacute;l&eacute;visuels. (Automatic TV stream structuring).
32415,4,Behavioural distances for probabilistic higher-order programs. (Distances comportementales pour des programmes probabilistes d'ordre sup&eacute;rieur).
32416,4,Contribution &agrave; l'&eacute;tude du placement dynamique sur machines parall&egrave;les de type MIMD. (Contribution to the Study of Dynamic Allocation on MIMD Parallel Machines).
